Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
12.13,Regular,0.073,Dairy,136.15,2009,Medium,Tier 2,Supermarket Type2,3112.24
11.66,Low Sugar,0.055,Fruits and Vegetables,147.97,2009,Medium,Tier 2,Supermarket Type2,3248.04
15.62,Low Sugar,0.102,Snack Foods,200.97,1999,Medium,Tier 1,Departmental Store,5226.64
10.48,Low Sugar,0.169,Baking Goods,94.81,1998,Small,Tier 3,Food Mart,1893.13
15.56,Regular,0.03,Fruits and Vegetables,137.87,2009,Medium,Tier 2,Supermarket Type2,3924.03
12.66,Regular,0.115,Snack Foods,132.52,2009,Medium,Tier 2,Supermarket Type2,3158.98
15.19,Low Sugar,0.023,Canned,199.94,1999,Medium,Tier 1,Departmental Store,5109.74
15.47,Regular,0.07,Dairy,196.0,1987,High,Tier 2,Supermarket Type1,2379.21
14.53,Regular,0.14,Snack Foods,154.61,1987,High,Tier 2,Supermarket Type1,4033.58
9.14,Low Sugar,0.098,Fruits and Vegetables,117.87,1998,Small,Tier 3,Food Mart,2061.73
12.29,Low Sugar,0.047,Breakfast,123.19,2009,Medium,Tier 2,Supermarket Type2,2883.44
10.94,Low Sugar,0.051,Frozen Foods,133.62,2009,Medium,Tier 2,Supermarket Type2,2792.7
14.93,Low Sugar,0.085,Snack Foods,174.03,1987,High,Tier 2,Supermarket Type1,4521.29
13.41,Low Sugar,0.128,Canned,178.88,1999,Medium,Tier 1,Departmental Store,4276.47
10.31,Low Sugar,0.133,Meat,114.65,1998,Small,Tier 3,Food Mart,2261.67
11.53,Regular,0.083,Frozen Foods,158.53,2009,Medium,Tier 2,Supermarket Type2,3435.06
15.62,Low Sugar,0.038,Starchy Foods,125.82,2009,Medium,Tier 2,Supermarket Type2,3690.95
12.48,Low Sugar,0.066,Snack Foods,109.64,2009,Medium,Tier 2,Supermarket Type2,2649.1
14.24,Regular,0.108,Soft Drinks,161.97,1987,High,Tier 2,Supermarket Type1,4118.31
8.96,Regular,0.023,Hard Drinks,113.57,1998,Small,Tier 3,Food Mart,1934.23
11.69,Low Sugar,0.011,Canned,135.43,2009,Medium,Tier 2,Supermarket Type2,2998.93
10.63,Low Sugar,0.282,Snack Foods,96.15,1998,Small,Tier 3,Food Mart,1955.33
13.37,No Sugar,0.161,Health and Hygiene,163.02,2009,Medium,Tier 2,Supermarket Type2,4570.94
10.04,Low Sugar,0.162,Fruits and Vegetables,118.72,1998,Small,Tier 3,Food Mart,2282.8
10.62,Low Sugar,0.036,Snack Foods,195.34,2009,Medium,Tier 2,Supermarket Type2,3982.0
13.1,Low Sugar,0.035,Meat,119.36,2009,Medium,Tier 2,Supermarket Type2,2989.0
12.54,No Sugar,0.1,Health and Hygiene,217.78,1987,High,Tier 2,Supermarket Type1,4874.68
10.97,Low Sugar,0.045,Frozen Foods,117.36,1987,High,Tier 2,Supermarket Type1,2466.69
10.0,Regular,0.006,Baking Goods,160.82,2009,Medium,Tier 2,Supermarket Type2,3135.2
13.61,reg,0.082,Fruits and Vegetables,160.36,2009,Medium,Tier 2,Supermarket Type2,3942.94
12.58,Low Sugar,0.057,Fruits and Vegetables,119.09,2009,Medium,Tier 2,Supermarket Type2,2866.0
14.33,No Sugar,0.061,Health and Hygiene,138.52,2009,Medium,Tier 2,Supermarket Type2,3658.43
13.26,No Sugar,0.01,Health and Hygiene,180.65,1999,Medium,Tier 1,Departmental Store,4277.59
11.96,Regular,0.061,Soft Drinks,148.12,2009,Medium,Tier 2,Supermarket Type2,3319.48
16.96,Low Sugar,0.057,Canned,180.06,1999,Medium,Tier 1,Departmental Store,5102.47
9.83,Low Sugar,0.131,Dairy,92.19,1998,Small,Tier 3,Food Mart,1693.14
9.23,No Sugar,0.091,Health and Hygiene,145.85,2009,Medium,Tier 2,Supermarket Type2,2656.13
9.79,No Sugar,0.043,Household,99.46,1998,Small,Tier 3,Food Mart,1832.68
12.37,Regular,0.049,Baking Goods,94.72,1987,High,Tier 2,Supermarket Type1,2318.2
12.15,No Sugar,0.007,Household,169.98,2009,Medium,Tier 2,Supermarket Type2,3808.13
12.56,Low Sugar,0.038,Snack Foods,152.41,2009,Medium,Tier 2,Supermarket Type2,3541.36
11.5,Low Sugar,0.021,Baking Goods,131.1,2009,Medium,Tier 2,Supermarket Type2,2866.1
16.3,No Sugar,0.013,Household,170.94,1987,High,Tier 2,Supermarket Type1,4766.1
12.76,Low Sugar,0.032,Fruits and Vegetables,82.59,1998,Small,Tier 3,Food Mart,2159.2
13.35,No Sugar,0.149,Household,150.59,2009,Medium,Tier 2,Supermarket Type2,3683.78
16.4,Regular,0.11,Fruits and Vegetables,171.86,1987,High,Tier 2,Supermarket Type1,4807.91
13.73,Regular,0.137,Starchy Foods,120.67,2009,Medium,Tier 2,Supermarket Type2,3157.67
11.02,Low Sugar,0.027,Fruits and Vegetables,156.98,2009,Medium,Tier 2,Supermarket Type2,3287.17
13.18,Regular,0.028,Breads,156.32,2009,Medium,Tier 2,Supermarket Type2,3762.68
13.98,Regular,0.077,Fruits and Vegetables,176.77,1999,Medium,Tier 1,Departmental Store,4362.79
8.43,No Sugar,0.026,Health and Hygiene,137.92,1987,High,Tier 2,Supermarket Type1,2312.43
13.58,Regular,0.004,Canned,182.35,1999,Medium,Tier 1,Departmental Store,5355.72
14.34,Low Sugar,0.064,Frozen Foods,201.82,1987,High,Tier 2,Supermarket Type1,4956.68
11.61,Low Sugar,0.079,Baking Goods,101.77,1998,Small,Tier 3,Food Mart,2290.84
12.63,Low Sugar,0.024,Snack Foods,110.06,2009,Medium,Tier 2,Supermarket Type2,2692.1
10.54,No Sugar,0.02,Household,115.72,1987,High,Tier 2,Supermarket Type1,2336.1
14.46,Low Sugar,0.038,Hard Drinks,129.92,2009,Medium,Tier 2,Supermarket Type2,3510.88
15.22,Regular,0.015,Fruits and Vegetables,158.64,1999,Medium,Tier 1,Departmental Store,4271.53
15.09,Low Sugar,0.011,Snack Foods,151.69,1987,High,Tier 2,Supermarket Type1,4100.39
13.22,No Sugar,0.292,Household,195.82,1987,High,Tier 2,Supermarket Type1,4579.84
14.32,Regular,0.128,Fruits and Vegetables,149.82,2009,Medium,Tier 2,Supermarket Type2,3886.98
11.26,Low Sugar,0.08,Canned,161.09,2009,Medium,Tier 2,Supermarket Type2,3426.12
11.91,Regular,0.115,Fruits and Vegetables,121.68,2009,Medium,Tier 2,Supermarket Type2,2766.87
10.67,Low Sugar,0.079,Canned,124.92,2009,Medium,Tier 2,Supermarket Type2,2552.85
11.93,Low Sugar,0.048,Dairy,174.57,2009,Medium,Tier 2,Supermarket Type2,3852.3
14.5,Regular,0.067,Canned,194.8,1987,High,Tier 2,Supermarket Type1,4847.27
16.7,Low Sugar,0.099,Breads,131.03,1987,High,Tier 2,Supermarket Type1,4040.92
8.18,Low Sugar,0.073,Meat,106.54,1998,Small,Tier 3,Food Mart,1613.54
14.23,Regular,0.063,Meat,190.67,1987,High,Tier 2,Supermarket Type1,4701.95
13.58,No Sugar,0.077,Health and Hygiene,182.08,1999,Medium,Tier 1,Departmental Store,4380.79
20.35,Low Sugar,0.022,Snack Foods,156.56,1999,Medium,Tier 1,Departmental Store,5387.26
12.02,Low Sugar,0.041,Snack Foods,118.48,2009,Medium,Tier 2,Supermarket Type2,2725.02
12.97,Low Sugar,0.04,Dairy,165.45,2009,Medium,Tier 2,Supermarket Type2,3901.29
9.93,Low Sugar,0.041,Snack Foods,120.85,1987,High,Tier 2,Supermarket Type1,2301.83
12.22,Regular,0.064,Baking Goods,151.05,2009,Medium,Tier 2,Supermarket Type2,3437.02
13.37,Low Sugar,0.045,Soft Drinks,127.97,2009,Medium,Tier 2,Supermarket Type2,3225.96
13.07,No Sugar,0.036,Household,115.87,2009,Medium,Tier 2,Supermarket Type2,2909.34
11.65,Regular,0.154,Canned,157.84,2009,Medium,Tier 2,Supermarket Type2,3447.49
14.44,Low Sugar,0.036,Snack Foods,134.53,1999,Medium,Tier 1,Departmental Store,6410.25
10.72,Regular,0.083,Fruits and Vegetables,119.55,1987,High,Tier 2,Supermarket Type1,2453.7
14.62,Regular,0.119,Hard Drinks,199.73,1987,High,Tier 2,Supermarket Type1,4976.47
14.34,Low Sugar,0.033,Dairy,148.41,2009,Medium,Tier 2,Supermarket Type2,3863.08
15.68,Regular,0.104,Snack Foods,141.98,1987,High,Tier 2,Supermarket Type1,4033.74
12.2,Low Sugar,0.084,Fruits and Vegetables,134.65,2009,Medium,Tier 2,Supermarket Type2,3097.45
9.67,No Sugar,0.082,Household,104.08,1998,Small,Tier 3,Food Mart,1900.56
11.38,Low Sugar,0.026,Meat,117.21,2009,Medium,Tier 2,Supermarket Type2,2555.37
13.29,No Sugar,0.124,Health and Hygiene,174.98,1987,High,Tier 2,Supermarket Type1,4169.06
7.63,Low Sugar,0.077,Soft Drinks,128.77,1998,Small,Tier 3,Food Mart,1943.93
13.3,Regular,0.009,Fruits and Vegetables,158.76,2009,Medium,Tier 2,Supermarket Type2,3839.6
9.81,Low Sugar,0.05,Frozen Foods,156.67,2009,Medium,Tier 2,Supermarket Type2,3008.65
15.42,Regular,0.021,Frozen Foods,187.03,1987,High,Tier 2,Supermarket Type1,4897.07
10.97,Low Sugar,0.057,Snack Foods,163.96,2009,Medium,Tier 2,Supermarket Type2,3418.73
15.04,reg,0.024,Breads,196.19,1987,High,Tier 2,Supermarket Type1,4997.63
10.06,Low Sugar,0.031,Baking Goods,77.58,1998,Small,Tier 3,Food Mart,1445.69
13.67,Low Sugar,0.055,Meat,125.03,2009,Medium,Tier 2,Supermarket Type2,3233.44
12.59,Regular,0.032,Snack Foods,153.59,2009,Medium,Tier 2,Supermarket Type2,3573.63
10.43,Low Sugar,0.059,Snack Foods,73.7,1998,Small,Tier 3,Food Mart,1450.83
12.26,reg,0.085,Fruits and Vegetables,138.07,2009,Medium,Tier 2,Supermarket Type2,3180.13
10.57,Regular,0.065,Soft Drinks,128.59,2009,Medium,Tier 2,Supermarket Type2,2605.51
10.99,Low Sugar,0.126,Frozen Foods,148.23,2009,Medium,Tier 2,Supermarket Type2,3100.94
11.59,Regular,0.035,Canned,96.26,1998,Small,Tier 3,Food Mart,2175.23
15.44,Low Sugar,0.082,Frozen Foods,220.07,1999,Medium,Tier 1,Departmental Store,5577.07
11.16,Low Sugar,0.052,Fruits and Vegetables,151.76,2009,Medium,Tier 2,Supermarket Type2,3212.28
13.48,No Sugar,0.142,Health and Hygiene,153.36,2009,Medium,Tier 2,Supermarket Type2,3768.73
10.02,reg,0.184,Fruits and Vegetables,89.92,1998,Small,Tier 3,Food Mart,1688.81
11.58,Regular,0.228,Soft Drinks,152.36,2009,Medium,Tier 2,Supermarket Type2,3321.03
10.21,Low Sugar,0.096,Fruits and Vegetables,121.78,1987,High,Tier 2,Supermarket Type1,2385.57
14.83,Low Sugar,0.071,Frozen Foods,167.45,1999,Medium,Tier 1,Departmental Store,4362.79
8.44,No Sugar,0.188,Health and Hygiene,102.17,1987,High,Tier 2,Supermarket Type1,4466.61
8.4,Regular,0.036,Dairy,90.7,1998,Small,Tier 3,Food Mart,1339.07
12.16,No Sugar,0.21,Household,173.09,2009,Medium,Tier 2,Supermarket Type2,3875.63
17.18,Low Sugar,0.026,Fruits and Vegetables,217.07,1999,Medium,Tier 1,Departmental Store,5908.59
13.84,Low Sugar,0.061,Meat,146.78,2009,Medium,Tier 2,Supermarket Type2,3717.08
14.54,Low Sugar,0.048,Snack Foods,174.41,1999,Medium,Tier 1,Departmental Store,4439.31
11.36,Low Sugar,0.14,Soft Drinks,152.15,2009,Medium,Tier 2,Supermarket Type2,3265.06
13.68,Regular,0.055,Snack Foods,172.37,1999,Medium,Tier 1,Departmental Store,4204.8
12.4,Low Sugar,0.055,Dairy,112.74,2009,Medium,Tier 2,Supermarket Type2,2695.15
11.35,Regular,0.023,Hard Drinks,95.79,1998,Small,Tier 3,Food Mart,2111.1
17.24,Low Sugar,0.069,Soft Drinks,224.3,1999,Medium,Tier 1,Departmental Store,6071.0
8.18,Low Sugar,0.151,Soft Drinks,103.74,1998,Small,Tier 3,Food Mart,1557.03
9.65,Low Sugar,0.027,Starchy Foods,94.67,1998,Small,Tier 3,Food Mart,1704.05
16.54,Regular,0.013,Snack Foods,220.37,1999,Medium,Tier 1,Departmental Store,5833.35
12.14,Low Sugar,0.079,Meat,144.92,2009,Medium,Tier 2,Supermarket Type2,3295.1
11.68,Low Sugar,0.12,Fruits and Vegetables,129.73,2009,Medium,Tier 2,Supermarket Type2,2879.43
11.49,Low Sugar,0.081,Canned,160.35,2009,Medium,Tier 2,Supermarket Type2,3463.94
13.22,reg,0.122,Baking Goods,127.13,2009,Medium,Tier 2,Supermarket Type2,3174.35
8.63,No Sugar,0.036,Household,129.62,1998,Small,Tier 3,Food Mart,2188.69
11.33,Low Sugar,0.03,Dairy,145.97,2009,Medium,Tier 2,Supermarket Type2,3133.61
14.35,Low Sugar,0.027,Baking Goods,135.3,2009,Medium,Tier 2,Supermarket Type2,3596.02
10.2,Low Sugar,0.08,Snack Foods,145.66,2009,Medium,Tier 2,Supermarket Type2,2871.58
14.04,Low Sugar,0.032,Frozen Foods,108.88,2009,Medium,Tier 2,Supermarket Type2,2985.23
10.29,Low Sugar,0.027,Snack Foods,150.71,2009,Medium,Tier 2,Supermarket Type2,2994.8
16.1,Low Sugar,0.05,Dairy,172.97,1987,High,Tier 2,Supermarket Type1,4764.19
10.99,Low Sugar,0.022,Soft Drinks,146.14,2009,Medium,Tier 2,Supermarket Type2,2965.77
12.28,Low Sugar,0.093,Snack Foods,100.94,1987,High,Tier 2,Supermarket Type1,2426.07
10.37,Low Sugar,0.112,Canned,146.48,2009,Medium,Tier 2,Supermarket Type2,2926.74
12.92,Regular,0.027,Fruits and Vegetables,131.58,2009,Medium,Tier 2,Supermarket Type2,3198.09
12.12,No Sugar,0.113,Health and Hygiene,151.61,2009,Medium,Tier 2,Supermarket Type2,3426.25
14.33,Regular,0.098,Meat,194.7,1987,High,Tier 2,Supermarket Type1,3721.52
13.54,Regular,0.103,Frozen Foods,99.24,2009,Medium,Tier 2,Supermarket Type2,2675.79
17.44,No Sugar,0.034,Household,193.87,1999,Medium,Tier 1,Departmental Store,5494.21
15.49,Regular,0.089,Fruits and Vegetables,156.13,1999,Medium,Tier 1,Departmental Store,4279.56
21.04,Regular,0.04,Starchy Foods,158.86,1999,Medium,Tier 1,Departmental Store,5591.41
12.03,No Sugar,0.02,Health and Hygiene,95.47,1998,Small,Tier 3,Food Mart,2256.39
13.58,Regular,0.178,Dairy,117.91,2009,Medium,Tier 2,Supermarket Type2,3066.6
16.19,Regular,0.067,Fruits and Vegetables,126.46,2009,Medium,Tier 2,Supermarket Type2,3831.71
5.71,Low Sugar,0.031,Dairy,120.96,1998,Small,Tier 3,Food Mart,1350.76
13.69,No Sugar,0.062,Household,155.48,2009,Medium,Tier 2,Supermarket Type2,3860.83
14.44,Low Sugar,0.031,Snack Foods,135.2,2009,Medium,Tier 2,Supermarket Type2,3614.1
16.74,Low Sugar,0.1,Snack Foods,203.67,1999,Medium,Tier 1,Departmental Store,5535.46
10.93,No Sugar,0.083,Household,105.58,1998,Small,Tier 3,Food Mart,2215.86
9.01,Regular,0.089,Canned,96.1,1998,Small,Tier 3,Food Mart,1588.94
15.01,Low Sugar,0.09,Baking Goods,145.57,2009,Medium,Tier 2,Supermarket Type2,3956.75
12.48,Low Sugar,0.021,Baking Goods,143.52,2009,Medium,Tier 2,Supermarket Type2,3343.31
13.85,Regular,0.033,Meat,159.07,2009,Medium,Tier 2,Supermarket Type2,3969.81
14.17,Low Sugar,0.082,Frozen Foods,161.55,1998,Small,Tier 3,Food Mart,1786.99
11.19,Regular,0.043,Canned,130.27,2009,Medium,Tier 2,Supermarket Type2,2780.34
11.12,Low Sugar,0.119,Soft Drinks,102.57,1998,Small,Tier 3,Food Mart,2196.18
13.1,Regular,0.03,Frozen Foods,157.08,2009,Medium,Tier 2,Supermarket Type2,3759.71
10.22,Low Sugar,0.123,Dairy,130.98,2009,Medium,Tier 2,Supermarket Type2,2575.65
13.45,Low Sugar,0.029,Fruits and Vegetables,146.12,2009,Medium,Tier 2,Supermarket Type2,3615.16
15.39,Low Sugar,0.09,Breads,154.27,1999,Medium,Tier 1,Departmental Store,4221.01
13.18,Regular,0.14,Breakfast,144.03,2009,Medium,Tier 2,Supermarket Type2,3510.58
16.33,Low Sugar,0.089,Snack Foods,146.79,1999,Medium,Tier 1,Departmental Store,4280.48
11.39,Low Sugar,0.065,Fruits and Vegetables,178.11,2009,Medium,Tier 2,Supermarket Type2,2119.94
14.13,Low Sugar,0.118,Fruits and Vegetables,223.61,1999,Medium,Tier 1,Departmental Store,5353.78
13.17,Low Sugar,0.076,Frozen Foods,151.4,2009,Medium,Tier 2,Supermarket Type2,3659.4
12.5,No Sugar,0.032,Household,149.26,2009,Medium,Tier 2,Supermarket Type2,3463.5
10.64,Low Sugar,0.144,Starchy Foods,150.91,2009,Medium,Tier 2,Supermarket Type2,3077.83
15.54,Low Sugar,0.027,Dairy,186.52,1987,High,Tier 2,Supermarket Type1,4913.95
13.26,Regular,0.029,Soft Drinks,120.55,2009,Medium,Tier 2,Supermarket Type2,3048.43
15.36,Low Sugar,0.044,Dairy,221.8,1999,Medium,Tier 1,Departmental Store,5594.15
15.95,No Sugar,0.036,Others,176.83,1987,High,Tier 2,Supermarket Type1,4808.21
12.36,Regular,0.026,Soft Drinks,98.31,1987,High,Tier 2,Supermarket Type1,2389.89
5.93,Low Sugar,0.03,Dairy,109.76,1998,Small,Tier 3,Food Mart,1171.69
8.92,Low Sugar,0.173,Canned,142.67,2009,Medium,Tier 2,Supermarket Type2,2519.65
8.96,No Sugar,0.022,Health and Hygiene,129.98,1998,Small,Tier 3,Food Mart,2269.34
12.91,Low Sugar,0.044,Breads,131.29,2009,Medium,Tier 2,Supermarket Type2,3189.35
10.73,Low Sugar,0.014,Fruits and Vegetables,153.79,2009,Medium,Tier 2,Supermarket Type2,3347.48
12.68,No Sugar,0.024,Health and Hygiene,140.13,2009,Medium,Tier 2,Supermarket Type2,3317.08
11.15,Low Sugar,0.116,Fruits and Vegetables,140.71,2009,Medium,Tier 2,Supermarket Type2,2985.32
12.99,Low Sugar,0.061,Snack Foods,130.04,2009,Medium,Tier 2,Supermarket Type2,3180.86
15.35,Regular,0.081,Soft Drinks,162.2,1999,Medium,Tier 1,Departmental Store,4372.2
10.09,No Sugar,0.029,Household,88.75,1998,Small,Tier 3,Food Mart,1682.18
14.28,No Sugar,0.084,Health and Hygiene,148.82,2009,Medium,Tier 2,Supermarket Type2,3856.98
11.41,No Sugar,0.054,Household,138.43,2009,Medium,Tier 2,Supermarket Type2,2995.34
12.15,No Sugar,0.063,Others,155.6,2009,Medium,Tier 2,Supermarket Type2,3514.82
15.56,Low Sugar,0.036,Frozen Foods,193.44,1999,Medium,Tier 1,Departmental Store,5059.8
8.81,Low Sugar,0.015,Meat,142.71,1987,High,Tier 2,Supermarket Type1,2495.59
13.94,Low Sugar,0.041,Frozen Foods,98.97,2009,Medium,Tier 2,Supermarket Type2,3560.26
10.7,No Sugar,0.128,Household,124.23,2009,Medium,Tier 2,Supermarket Type2,2545.03
13.94,Regular,0.036,Baking Goods,191.07,1987,High,Tier 2,Supermarket Type1,4645.79
11.9,Regular,0.067,Fruits and Vegetables,118.8,2009,Medium,Tier 2,Supermarket Type2,2704.29
11.42,Low Sugar,0.072,Seafood,131.2,2009,Medium,Tier 2,Supermarket Type2,5081.46
12.13,Low Sugar,0.072,Soft Drinks,98.87,1987,High,Tier 2,Supermarket Type1,4644.06
10.34,No Sugar,0.12,Household,126.22,2009,Medium,Tier 2,Supermarket Type2,2504.11
10.3,Low Sugar,0.037,Soft Drinks,154.46,2009,Medium,Tier 2,Supermarket Type2,2841.59
16.33,Low Sugar,0.052,Frozen Foods,196.68,1999,Medium,Tier 1,Departmental Store,5300.06
15.7,Regular,0.039,Meat,188.25,1999,Medium,Tier 1,Departmental Store,4984.48
13.35,Low Sugar,0.067,Fruits and Vegetables,108.83,2009,Medium,Tier 2,Supermarket Type2,2828.49
11.03,Regular,0.098,Canned,142.58,2009,Medium,Tier 2,Supermarket Type2,2994.34
9.19,No Sugar,0.133,Health and Hygiene,119.26,1998,Small,Tier 3,Food Mart,2102.94
11.49,Low Sugar,0.119,Fruits and Vegetables,141.28,2009,Medium,Tier 2,Supermarket Type2,3072.79
11.75,Low Sugar,0.122,Dairy,99.16,1998,Small,Tier 3,Food Mart,2269.67
13.17,Regular,0.034,Fruits and Vegetables,122.91,2009,Medium,Tier 2,Supermarket Type2,3077.27
12.84,Low Sugar,0.109,Meat,175.87,1987,High,Tier 2,Supermarket Type1,4086.02
11.22,No Sugar,0.067,Household,125.23,2009,Medium,Tier 2,Supermarket Type2,2683.24
17.35,Regular,0.047,Soft Drinks,137.15,1999,Medium,Tier 1,Departmental Store,4312.94
12.86,No Sugar,0.076,Health and Hygiene,154.49,2009,Medium,Tier 2,Supermarket Type2,3651.67
13.17,Regular,0.035,Frozen Foods,160.78,2009,Medium,Tier 2,Supermarket Type2,3851.49
14.83,Low Sugar,0.147,Baking Goods,183.62,1987,High,Tier 2,Supermarket Type1,4693.97
12.31,Low Sugar,0.066,Fruits and Vegetables,119.26,2009,Medium,Tier 2,Supermarket Type2,2807.27
11.32,Low Sugar,0.071,Fruits and Vegetables,149.64,2009,Medium,Tier 2,Supermarket Type2,3205.35
10.59,Low Sugar,0.126,Canned,165.05,2009,Medium,Tier 2,Supermarket Type2,3356.57
10.4,Regular,0.029,Baking Goods,123.1,1987,High,Tier 2,Supermarket Type1,2455.6
13.22,Low Sugar,0.143,Fruits and Vegetables,176.83,1998,Small,Tier 3,Food Mart,571.37
12.98,No Sugar,0.138,Household,146.5,2009,Medium,Tier 2,Supermarket Type2,3515.57
13.91,Regular,0.103,Soft Drinks,151.64,2009,Medium,Tier 2,Supermarket Type2,3832.02
11.52,Low Sugar,0.015,Fruits and Vegetables,141.18,2009,Medium,Tier 2,Supermarket Type2,3078.6
7.99,Low Sugar,0.033,Fruits and Vegetables,86.79,1987,High,Tier 2,Supermarket Type1,2915.49
10.3,Regular,0.089,Starchy Foods,118.94,1987,High,Tier 2,Supermarket Type1,2345.7
16.98,Regular,0.015,Starchy Foods,188.74,1999,Medium,Tier 1,Departmental Store,5285.09
15.46,Regular,0.004,Fruits and Vegetables,150.48,1987,High,Tier 2,Supermarket Type1,4157.91
13.37,reg,0.144,Fruits and Vegetables,173.1,1987,High,Tier 2,Supermarket Type1,4149.85
10.85,Low Sugar,0.01,Soft Drinks,144.61,2009,Medium,Tier 2,Supermarket Type2,2997.3
14.11,Low Sugar,0.078,Baking Goods,131.65,2009,Medium,Tier 2,Supermarket Type2,4412.79
12.38,Low Sugar,0.028,Meat,180.73,1987,High,Tier 2,Supermarket Type1,4080.93
11.55,Regular,0.053,Starchy Foods,153.55,2009,Medium,Tier 2,Supermarket Type2,3337.44
12.14,Low Sugar,0.048,Canned,168.28,2009,Medium,Tier 2,Supermarket Type2,3772.64
11.95,Low Sugar,0.022,Fruits and Vegetables,226.26,1987,High,Tier 2,Supermarket Type1,4916.4
13.81,Low Sugar,0.011,Frozen Foods,173.28,1999,Medium,Tier 1,Departmental Store,4252.78
11.88,Low Sugar,0.188,Snack Foods,160.57,2009,Medium,Tier 2,Supermarket Type2,3555.41
12.22,Low Sugar,0.074,Baking Goods,135.02,2009,Medium,Tier 2,Supermarket Type2,3109.34
13.08,Low Sugar,0.079,Dairy,168.87,2009,Medium,Tier 2,Supermarket Type2,3997.8
14.52,No Sugar,0.046,Others,186.63,1987,High,Tier 2,Supermarket Type1,4685.6
15.31,No Sugar,0.063,Household,144.37,2009,Medium,Tier 2,Supermarket Type2,3998.52
14.1,Regular,0.006,Snack Foods,210.11,1999,Medium,Tier 1,Departmental Store,5070.81
14.39,Low Sugar,0.021,Baking Goods,114.68,2009,Medium,Tier 2,Supermarket Type2,3184.62
12.06,No Sugar,0.043,Household,123.58,2009,Medium,Tier 2,Supermarket Type2,2840.17
9.82,Regular,0.031,Baking Goods,145.64,2009,Medium,Tier 2,Supermarket Type2,2785.54
12.05,Low Sugar,0.027,Baking Goods,145.13,2009,Medium,Tier 2,Supermarket Type2,3277.64
13.02,Low Sugar,0.12,Fruits and Vegetables,158.7,2009,Medium,Tier 2,Supermarket Type2,3775.59
10.54,Regular,0.049,Soft Drinks,151.98,2009,Medium,Tier 2,Supermarket Type2,3077.93
15.03,Regular,0.128,Canned,164.72,1999,Medium,Tier 1,Departmental Store,4353.59
12.04,No Sugar,0.086,Household,162.26,1998,Small,Tier 3,Food Mart,512.42
12.22,Regular,0.014,Meat,81.67,1998,Small,Tier 3,Food Mart,2017.28
15.75,Regular,0.076,Dairy,144.77,1987,High,Tier 2,Supermarket Type1,4107.19
13.07,Low Sugar,0.037,Meat,143.79,2009,Medium,Tier 2,Supermarket Type2,3481.67
9.32,Low Sugar,0.042,Fruits and Vegetables,127.59,1987,High,Tier 2,Supermarket Type1,2301.68
12.29,No Sugar,0.123,Household,159.9,2009,Medium,Tier 2,Supermarket Type2,3633.8
12.11,No Sugar,0.033,Health and Hygiene,175.29,2009,Medium,Tier 2,Supermarket Type2,3908.14
11.61,No Sugar,0.049,Health and Hygiene,200.87,1999,Medium,Tier 1,Departmental Store,4318.24
7.21,No Sugar,0.035,Household,147.23,1998,Small,Tier 3,Food Mart,2226.9
11.6,Low Sugar,0.028,Fruits and Vegetables,190.11,1987,High,Tier 2,Supermarket Type1,4096.83
12.4,Regular,0.065,Fruits and Vegetables,94.99,1987,High,Tier 2,Supermarket Type1,4685.23
13.88,Low Sugar,0.074,Fruits and Vegetables,145.68,2009,Medium,Tier 2,Supermarket Type2,3703.0
15.95,Low Sugar,0.069,Fruits and Vegetables,156.41,1999,Medium,Tier 1,Departmental Store,4391.32
17.36,Low Sugar,0.081,Dairy,153.55,1987,High,Tier 2,Supermarket Type1,4649.58
11.05,Low Sugar,0.013,Dairy,114.41,1987,High,Tier 2,Supermarket Type1,2422.69
14.16,Low Sugar,0.063,Snack Foods,129.12,2009,Medium,Tier 2,Supermarket Type2,3427.3
11.89,Low Sugar,0.089,Frozen Foods,161.22,2009,Medium,Tier 2,Supermarket Type2,3571.13
14.83,Low Sugar,0.157,Snack Foods,189.19,1987,High,Tier 2,Supermarket Type1,4807.21
10.9,No Sugar,0.013,Health and Hygiene,153.32,2009,Medium,Tier 2,Supermarket Type2,3186.51
12.54,Low Sugar,0.066,Fruits and Vegetables,124.0,2009,Medium,Tier 2,Supermarket Type2,2956.35
